ID,symmetry,seq_length
4ymr_A,C2,288
4ynh_A,C2,120
4ynx_A,C2,132
4ynz_A,C2,684
4ypo_A,C2,666
4yrd_A,C2,718
4ysb_A,C2,466
4yt2_A,C2,692
4yto_A,C2,296
4yub_A,C2,1076
4yuc_A,C2,670
4yvd_A,C2,748
4ywo_A,C2,924
4ywq_A,C2,340
4yx1_A,C2,140
4yx6_A,C2,1094
4yxf_A,C2,514
4yxp_A,C2,550
4yxt_A,C2,840
4yyc_A,C2,1050
4yzw_A,C2,1440
4yzy_A,C2,602
4yzz_A,C2,734
4z04_A,C2,262
4z0o_A,C2,118
4z0p_A,C2,640
4z24_A,C2,1304
4z27_A,C2,268
4z2y_A,C2,718
4z4a_A,C2,242
4z4m_A,C2,524
4z54_A,C2,574
4z5v_A,C2,416
4z67_A,C2,618
4z7r_A,C2,598
4z86_A,C2,398
4z9h_A,C2,392
4zb3_A,C2,620
4zdm_A,C2,522
4zdn_A,C2,1278
4zel_A,C2,1156
4zgi_A,C2,280
4zgw_A,C2,574
4zh6_A,C2,266
4zhv_A,C2,336
4zi5_A,C2,500
4zi8_A,C2,668
4zi9_A,C2,636
4zil_A,C2,440
4zj9_A,C2,300
4zkj_A,C2,582
4zky_A,C2,286
4zlh_A,C2,678
4zlp_A,C2,542
4zlx_A,C2,106
4zmk_A,C2,142
4zmm_A,C2,446
4zmy_A,C2,428
4zn6_A,C2,812
4zo2_A,C2,588
4zou_A,C2,238
4zpx_A,C2,826
4zpz_A,C2,152
4zq8_A,C2,748
4zqa_A,C2,172
4zqe_A,C2,864
4zqs_A,C2,314
4zr8_A,C2,730
4zrs_A,C2,612
4zs8_A,C2,514
4zsi_A,C2,342
4zt1_A,C2,422
4zv5_A,C2,182
4zva_A,C2,330
4zvc_A,C2,252
4zwv_A,C2,744
4zya_A,C2,154
4zzz_A,C2,724
5a0o_B,C2,214
5a10_A,C2,712
5a1m_A,C2,208
5a1q_A,C2,142
5a2v_A,C2,1110
4z2z_A,C2,292
4z39_A,C2,242
4z44_A,C2,1108
4z85_A,C2,432
4zad_A,C2,1026
4zrm_A,C2,624
4zyl_A,C2,326
5a48_A,C2,208
5a8j_A,C2,746
5a9h_A,C2,388
5aq6_A,C2,386
5aqc_A,C2,410
5ayq_A,C2,276
5b1y_A,C2,540
5b4n_A,C2,406
5b5z_A,C2,564
5b7c_A,C2,470
5bpx_A,C2,306
5btu_A,C2,368
5bz3_A,C2,770
5c4y_A,C2,368
5ccu_A,C2,1000
5cfl_A,C2,374
5a52_A,C2,336
5a5g_A,C2,1116
5a62_A,C2,554
5a6p_A,C2,150
5a9d_A,C2,378
5ab4_A,C2,850
5ab8_A,C2,250
5abr_A,C2,252
5acs_A,C2,500
5ae6_A,C2,1534
5af3_A,C2,482
5ahk_A,C2,1176
5ahr_A,C2,686
5aif_A,C2,250
5al7_A,C2,438
5al9_A,C2,540
5amo_A,C2,942
5aov_A,C2,672
5ax7_A,C2,696
5axg_A,C2,1236
5ayp_A,C2,594
5ayv_A,C2,618
5azw_A,C2,192
5b08_A,C2,208
5b0h_A,C2,270
5b0v_A,C2,634
5b1n_A,C2,138
5b1q_A,C2,918
5b21_A,C2,228
5b22_A,C2,422
5b3f_A,C2,686
5b4e_A,C2,658
5b52_A,C2,138
5b55_A,C2,680
5b5i_A,C2,148
5b5x_A,C2,616
5b6d_A,C2,650
5b7g_A,C2,498
5bjw_A,C2,732
5bk9_A,C2,590
5bnc_A,C2,504
5bqd_A,C2,478
5bqs_A,C2,646
5br4_A,C2,782
5bro_A,C2,1028
5by1_A,C2,168
5by4_A,C2,220
5c04_A,C2,306
5c05_A,C2,1118
5c1f_A,C2,620
5c21_A,C2,558
5c39_A,C2,102
5c5z_A,C2,274
5c6k_A,C2,584
5c6u_A,C2,870
5c6w_H,C2,528
5c77_A,C2,442
5c7q_A,C2,364
5c82_A,C2,380
5c94_A,C2,232
5c9n_A,C2,170
5ca5_A,C2,518
5cee_A,C2,826
5ces_A,C2,204
5cg5_A,C2,710
5cgm_A,C2,1396
5cio_A,C2,1586
5cis_A,C2,556
5cj3_A,C2,270
5cjj_A,C2,382
5ckd_A,C2,238
5ckl_A,C2,376
5ckw_A,C2,902
5cl2_A,C2,504
5cm6_A,C2,716
5co4_A,C2,356
5cp1_A,C2,520
5cpg_A,C2,310
5cqr_A,C2,1244
5cqv_A,C2,368
5cr4_A,C2,460
5crl_A,C2,268
5csm_A,C2,512
5cuo_A,C2,404
5cv1_A,C2,486
5cv3_A,C2,496
5cvr_A,C2,518
5cxo_A,C2,296
5cxp_A,C2,780
5cyb_A,C2,304
5cyj_A,C2,196
5cyv_A,C2,292
5d0n_A,C2,826
5d18_A,C2,432
5d1i_A,C2,262
5d1r_A,C2,478
5d3a_A,C2,164
5d55_A,C2,314
5d6a_A,C2,1150
5d7o_A,C2,620
5d84_A,C2,652
5d88_A,C2,508
5day_A,C2,416
5dbk_A,C2,744
5dbx_A,C2,656
5dck_A,C2,144
5dcl_A,C2,486
5dd8_A,C2,362
5ddt_A,C2,464
5dgq_A,C2,1172
5din_A,C2,260
5djn_A,C2,188
5djo_A,C2,348
5dko_A,C2,522
5dnk_A,C2,1108
5doc_A,C2,406
5doo_A,C2,1070
5dpo_A,C2,238
5dqv_A,C2,422
5dt9_A,C2,774
5duk_A,C2,154
5duq_A,C2,766
5dvy_A,C2,1294
5dwd_A,C2,480
5dxz_A,C2,488
5dym_A,C2,234
5dz8_A,C2,338
5dzu_A,C2,376
5dzv_A,C2,1078
5dzw_A,C2,858
5dzx_A,C2,850
5e0o_A,C2,1052
5e1w_A,C2,360
5e2c_A,C2,264
5e3i_A,C2,876
5e3s_A,C2,744
5e3x_A,C2,978
5e4g_A,C2,218
5e4v_A,C2,874
5e4y_A,C2,722
5e68_A,C2,358
5e6f_A,C2,304
5dqp_A,C2,860
5e8h_A,C2,660
5e8l_A,C2,618
5e9h_A,C2,1108
5ecd_A,C2,276
5eh0_A,C2,558
5ek5_A,C2,258
5ek7_A,C2,616
5eka_A,C2,192
5ekd_A,C2,686
5eo6_A,C2,648
5eo8_A,C2,622
5eox_A,C2,714
5epw_A,C2,260
5eq7_A,C2,554
5eqn_A,C2,718
5eri_A,C2,338
5esr_A,C2,616
5esw_A,C2,394
5euf_A,C2,838
5eum_A,C2,516
5euv_A,C2,1462
5evh_A,C2,254
5evo_A,C2,432
5ewo_A,C2,456
5ewu_A,C2,776
5ey0_A,C2,548
5eyf_A,C2,490
5eyg_A,C2,530
5f06_A,C2,432
5f07_A,C2,426
5f29_A,C2,146
5f2k_A,C2,736
5f3k_A,C2,476
5f3r_A,C2,836
5f4y_A,C2,368
5f5n_A,C2,578
5f7r_A,C2,808
5fa9_A,C2,650
5fai_A,C2,464
5fcn_A,C2,130
5fea_A,C2,272
5fey_A,C2,188
5ff5_A,C2,762
5ffp_A,C2,344
5ffq_A,C2,414
5fi3_A,C2,714
5fid_A,C2,274
5fjs_A,C2,1574
5flg_A,C2,520
5flh_A,C2,384
5fm9_A,C2,314
5fo3_A,C2,360
5fo5_A,C2,184
5fol_A,C2,582
5fpz_A,C2,220
5fq1_A,C2,224
5fql_A,C2,1050
5fr6_A,C2,230
5fs4_A,C2,266
5fsh_A,C2,934
5fsz_A,C2,536
5ft0_A,C2,562
5ft4_A,C2,802
5ftz_A,C2,344
5fub_A,C2,674
5fvj_A,C2,332
5fws_A,C2,812
5fwz_A,C2,196
5fxd_A,C2,1052
5fyd_A,C2,526
5fzp_A,C2,696
5e6t_A,C2,576
5eb9_A,C2,236
5edx_A,C2,228
5f2h_A,C2,634
5f46_A,C2,314
5g0m_A,C2,950
5g1k_A,C2,512
5g2h_A,C2,506
5g4d_A,C2,176
5g4i_A,C2,892
5g5e_A,C2,458
5gi4_A,C2,456
5gjo_A,C2,788
5gkk_A,C2,340
5gl5_A,C2,996
5gmb_A,C2,342
5gmd_A,C2,650
5gnf_A,C2,280
5gni_A,C2,426
5gox_A,C2,372
5gpd_A,C2,504
5gpl_A,C2,548
5gpo_A,C2,264
5gq0_A,C2,698
5gqd_A,C2,872
5gro_A,C2,230
5gs6_A,C2,714
5gs8_A,C2,560
5gsl_A,C2,1556
5gsm_A,C2,1572
5guf_A,C2,364
5guk_A,C2,446
5gv2_A,C2,698
5gvh_A,C2,628
5gvy_A,C2,290
5gw8_A,C2,572
5gxe_A,C2,662
5gxx_A,C2,1220
5gy7_A,C2,688
5gz3_A,C2,652
5gzs_A,C2,892
5h0i_A,C2,896
5h1o_A,C2,208
5h20_A,C2,222
5h2g_A,C2,566
5h34_A,C2,270
5h3c_A,C2,348
5h4s_A,C2,568
5h5l_A,C2,404
5h5o_A,C2,258
5h69_A,C2,522
5h6z_A,C2,338
5h78_A,C2,394
5h7r_D,C2,256
5h7w_A,C2,1058
5h80_A,C2,988
5h91_A,C2,530
5hc0_A,C2,730
5hdj_A,C2,514
5hdm_A,C2,868
5hee_A,C2,524
5hfk_A,C2,474
5hfs_A,C2,144
5hgw_A,C2,370
5hh0_A,C2,400
5hhj_A,C2,610
5hi8_A,C2,272
5hif_A,C2,598
5hkl_A,C2,380
5hl6_A,C2,356
5hli_A,C2,298
5hly_A,C2,766
5hmo_A,C2,268
5hn1_A,C2,350
5hpg_A,C2,168
5hph_A,C2,1000
5hpj_A,C2,434
5hpp_A,C2,32
5hsf_A,C2,264
5hsi_A,C2,1268
5hsm_A,C2,320
5hsq_A,C2,1006
5gvv_A,C2,812
5h1n_A,C2,148
5h68_A,C2,680
5hop_A,C2,496
5hs7_A,C2,220
5htf_A,C2,566
5i0y_A,C2,320
5i4c_A,C2,294
5i6a_A,C2,20
5i95_A,C2,848
5if3_A,C2,524
5j8j_A,C2,502
5jbr_A,C2,298
5htk_A,C2,1010
5hu7_A,C2,644
5hub_A,C2,180
5huv_A,C2,956
5hvn_A,C2,724
5hwo_A,C2,840
5hwv_A,C2,260
5hx0_A,C2,804
5hxd_A,C2,474
5hxl_A,C2,312
5hyz_A,C2,750
5i0k_A,C2,644
5i1f_A,C2,604
5i1u_A,C2,670
5i2h_A,C2,728
5i3e_A,C2,716
5i47_A,C2,554
5i4z_A,C2,236
5i5m_A,C2,1276
5i6c_A,C2,1148
5i6r_A,C2,968
5i7m_A,C2,376
5i8j_A,C2,128
5i90_A,C2,854
5ic5_A,C2,332
5idb_A,C2,284
5idj_A,C2,484
5idq_A,C2,466
5ifn_A,C2,520
5ifz_A,C2,344
5ig0_A,C2,296
5ihf_A,C2,232
5ihx_A,C2,790
5iic_A,C2,992
5ijw_A,C2,558
5ikk_A,C2,1314
5il7_A,C2,894
5ilg_A,C2,542
5in1_A,C2,144
5in2_A,C2,316
5ine_A,C2,876
5ioj_A,C2,1182
5ipy_A,C2,906
5iry_A,C2,1096
5is2_A,C2,792
5itj_A,C2,108
5iu1_A,C2,232
5iu9_A,C2,862
5ivl_A,C2,858
5iw9_A,C2,262
5iws_A,C2,940
5j0k_A,C2,160
5j10_A,C2,162
5j1j_A,C2,570
5j1k_A,C2,432
5j2l_A,C2,162
5j2s_A,C2,298
5j3r_A,C2,406
5j4f_A,C2,238
5j4u_A,C2,462
5j5t_A,C2,740
5j6c_A,C2,402
5j7m_A,C2,246
5j80_A,C2,450
5j90_A,C2,1016
5j97_A,C2,274
5j9c_A,C2,350
5jcv_A,C2,366
5jeq_A,C2,472
5jfq_A,C2,644
5jg7_A,C2,320
5jg8_A,C2,1172
5jhe_A,C2,794
5jho_A,C2,688
5jip_A,C2,664
5jj7_A,C2,764
5jk5_A,C2,876
5jkj_A,C2,740
5jnq_A,C2,752
5jnu_A,C2,320
5jpz_A,C2,1018
5jqk_A,C2,1328
5jqn_A,C2,532
5jri_A,C2,660
5jrk_A,C2,1512
5jsi_A,C2,440
5jsq_A,C2,432
5jtf_A,C2,414
5jxu_A,C2,794
5jyb_A,C2,692
5k1r_A,C2,960
5k3j_A,C2,1348
5k3w_A,C2,626
5k3x_A,C2,738
5k4p_A,C2,684
5k6w_A,C2,962
5k6x_A,C2,768
5k7f_A,C2,462
5k87_A,C2,798
5k8c_A,C2,716
5k8r_A,C2,828
5k8y_A,C2,302
5kbe_A,C2,458
5kbz_A,C2,754
5kc8_A,C2,858
5kck_A,C2,900
5kef_A,C2,306
5kha_A,C2,1098
5khd_A,C2,182
5ki9_A,C2,86
5kia_A,C2,702
5kmp_A,C2,810
5knk_B,C2,666
5ko4_A,C2,214
5ko7_A,C2,456
5ks7_A,C2,252
5ku7_A,C2,354
5kva_A,C2,556
5kvh_A,C2,1086
5kvr_A,C2,154
5kzk_A,C2,576
5l0p_A,C2,706
5l16_A,C2,796
5l22_A,C2,1144
5l6q_A,C2,230
5l73_A,C2,384
5l7z_A,C2,666
5l8z_A,C2,192
5lac_A,C2,628
5lad_A,C2,808
5ld9_A,C2,280
5lf5_A,C2,1000
5lhw_A,C2,56
5li3_A,C2,760
5lkb_A,C2,756
5llj_A,C2,116
5lo9_A,C2,1052
5loa_A,C2,638
5loi_A,C2,940
5ltu_A,C2,360
5lwk_A,C2,244
5lxe_A,C2,670
5lxf_A,C2,364
5ly0_A,C2,262
5k2i_A,C2,328
5l0l_A,C2,430
5ltl_A,C2,200
5luv_A,C2,332
5ly9_A,C2,736
5m48_A,C2,230
5mbg_A,C2,420
5mpy_A,C2,202
5nfo_A,C2,670
5ng7_A,C2,598
5oem_A,C2,378
5of9_A,C2,1212
5ly5_A,C2,230
5lzk_A,C2,360
5m06_A,C2,552
5m0t_A,C2,588
5m4b_A,C2,880
5m5j_A,C2,650
5m88_A,C2,272
5m8b_A,C2,692
5m97_A,C2,154
5med_A,C2,1138
5mgr_A,C2,292
5mgz_A,C2,472
5mh5_A,C2,616
5mlk_A,C2,1228
5mln_A,C2,482
5mlq_A,C2,496
5mlt_A,C2,910
5mpv_D,C2,180
5mq8_A,C2,362
5ms7_A,C2,970
5mtv_A,C2,1046
5mu9_A,C2,586
5mun_A,C2,428
5mxp_A,C2,604
5myp_A,C2,1092
5n06_A,C2,252
5n07_A,C2,322
5n0j_A,C2,702
5n4i_A,C2,820
5n4k_A,C2,300
5n5d_A,C2,452
5n6f_A,C2,750
5n6x_A,C2,828
5na2_A,C2,426
5nbg_A,C2,218
5nc8_A,C2,474
5nck_A,C2,582
5ncr_A,C2,362
5nen_A,C2,896
5ng0_A,C2,608
5ngi_A,C2,482
5ngj_A,C2,954
5nl6_A,C2,490
5nld_A,C2,278
5no5_A,C2,748
5noi_A,C2,402
5ntu_A,C2,670
5ny0_A,C2,736
5nyo_A,C2,244
5o1v_A,C2,570
5o2z_A,C2,238
5o36_A,C2,468
5o3x_A,C2,1448
5o5s_A,C2,262
5o9h_A,C2,634
5oc9_A,C2,1334
5od9_A,C2,194
5oet_A,C2,1050
5oeu_A,C2,1020
5ojl_A,C2,596
5ol7_A,C2,300
5olm_A,C2,264
5om9_A,C2,838
5ovy_A,C2,444
5ow2_A,C2,224
5sv2_A,C2,292
5sxo_A,C2,826
5sy4_A,C2,398
5szg_A,C2,302
5t3a_A,C2,444
5t4j_B,C2,730
5t50_A,C2,484
5t57_A,C2,592
5t5s_A,C2,430
5t95_A,C2,542
5t9t_A,C2,1070
5tc2_A,C2,112
5td6_A,C2,286
5te9_A,C2,316
5tfp_A,C2,128
5tgq_A,C2,452
5tgs_A,C2,526
5tke_A,C2,1008
5tkw_A,C2,474
5tky_A,C2,1242
5toq_A,C2,828
5tp4_A,C2,862
5tpi_A,C2,422
5tpr_A,C2,888
5tpt_A,C2,394
5tqi_A,C2,588
5tro_A,C2,1146
5tt0_A,C2,526
5tta_A,C2,496
5twb_A,C2,688
5tx7_A,C2,654
5txr_A,C2,982
5tz0_A,C2,230
5tz5_A,C2,592
5tz6_A,C2,616
5u0i_A,C2,280
5u0v_A,C2,568
5u25_A,C2,1204
5u35_A,C2,250
5u38_A,C2,478
5u4h_A,C2,842
5u4n_A,C2,724
5u4o_A,C2,1042
5u4q_A,C2,674
5u4s_A,C2,490
5u59_A,C2,62
5u5n_A,C2,558
5u6c_A,C2,630
5u85_A,C2,166
5u8m_A,C2,462
5u9l_A,C2,466
5uaz_A,C2,222
5ub9_A,C2,452
5ubb_A,C2,444
5ubf_A,C2,672
5ucd_A,C2,914
5ucs_A,C2,614
5ue1_A,C2,468
5uen_A,C2,832
5uf5_A,C2,532
5ufh_A,C2,694
5ufl_A,C2,1122
5uic_A,C2,288
5uiv_A,C2,454
5uj0_A,C2,290
5omd_A,C2,132
5tgl_A,C2,538
5trb_A,C2,150
5twu_A,C2,688
5u93_A,C2,344
5uh7_A,C2,338
5v0s_A,C2,138
5vht_A,C2,198
5vj4_A,C2,750
5vkw_A,C2,964
5vky_A,C2,270
5vyk_A,C2,464
5vyq_A,C2,510
5vyr_A,C2,522
5vyv_A,C2,430
5w6l_A,C2,1036
5w6y_A,C2,632
5w70_A,C2,890
5w7p_A,C2,858
5w87_A,C2,242
5w8o_A,C2,726
5w8q_A,C2,780
5wan_A,C2,806
5way_A,C2,1002
5wsy_A,C2,346
5wvd_A,C2,620
5wxx_A,C2,520
5wy3_A,C2,802
5ujd_A,C2,512
5ujs_A,C2,884
5uju_A,C2,1152
5ukv_A,C2,148
5umh_A,C2,638
5ump_A,C2,280
5umq_A,C2,284
5uof_A,C2,962
5uph_A,C2,820
5urv_A,C2,296
5uth_A,C2,638
5utk_A,C2,608
5uv6_A,C2,572
5uzg_A,C2,202
5v01_A,C2,346
5v0r_A,C2,338
5v4a_A,C2,548
5v6b_A,C2,560
5v6i_A,C2,224
5v77_A,C2,226
5v8s_A,C2,820
5vaa_A,C2,452
5ve6_A,C2,984
5viu_A,C2,838
5vn4_A,C2,486
5vn6_A,C2,580
5vog_A,C2,366
5vrq_A,C2,814
5vsc_A,C2,550
5vtg_A,C2,368
5vug_A,C2,562
5vym_A,C2,464
5w0t_A,C2,608
5w1j_A,C2,1168
5w1y_A,C2,332
5w4c_A,C2,742
5w4n_A,C2,568
5w5a_A,C2,494
5w5n_A,C2,444
5w7z_A,C2,774
5wce_A,C2,758
5wd6_A,C2,498
5wec_A,C2,234
5wk0_A,C2,326
5wmk_A,C2,950
5wpi_A,C2,774
5wqv_A,C2,208
5wrr_A,C2,876
5wrt_A,C2,470
5wt2_A,C2,802
5wtw_A,C2,284
5wut_A,C2,470
5wyg_A,C2,280
5wz4_A,C2,288
5x04_A,C2,552
5x3d_A,C2,320
5x49_A,C2,912
5x4t_A,C2,700
5x62_A,C2,812
5x6s_A,C2,550
5x7f_A,C2,470
5x8z_A,C2,678
5x9a_A,C2,446
5x9j_A,C2,388
5x9k_A,C2,336
5x9r_A,C2,876
5xaq_A,C2,336
5xav_A,C2,790
5xbi_A,C2,306
5xgb_A,C2,1136
5xpz_A,C2,916
5xwe_A,C2,166
5xyb_A,C2,792
5y2a_A,C2,766
5ycx_A,C2,532
5ydg_A,C2,232
5x40_A,C2,584
5x56_A,C2,212
5x7l_A,C2,276
5x89_A,C2,718
5xbt_A,C2,544
5xd7_A,C2,736
5xdm_A,C2,238
5xe2_A,C2,214
5xe5_A,C2,560
5xe8_A,C2,304
5xem_A,C2,620
5xev_A,C2,832
5xfi_A,C2,306
5xgt_A,C2,222
5xgv_A,C2,924
5xil_A,C2,1024
5xk2_A,C2,572
5xko_A,C2,316
5xkt_A,C2,400
5xll_A,C2,368
5xls_A,C2,870
5xlv_A,C2,624
5xn5_A,C2,610
5xne_A,C2,470
5xnq_A,C2,742
5xo0_A,C2,436
5xom_A,C2,786
5xp0_A,C2,310
5xpv_A,C2,200
5xpw_A,C2,360
5xqr_A,C2,134
5xs9_A,C2,410
5xun_A,C2,354
5xv2_A,C2,480
5xvj_A,C2,270
5xw4_A,C2,830
5xxl_A,C2,1520
5y0r_A,C2,850
5y15_A,C2,394
5y2w_A,C2,468
5y4t_A,C2,244
5y69_A,C2,302
5y78_A,C2,658
5y7d_A,C2,322
5y7x_A,C2,584
5y8f_A,C2,288
5y9d_A,C2,1418
5y9q_A,C2,396
5ya6_A,C2,348
5yad_A,C2,150
5yat_A,C2,700
5yb9_A,C2,350
5ybw_A,C2,658
5yet_A,C2,798
5yf0_A,C2,724
5yge_A,C2,348
5ygh_A,C2,152
5ygq_A,C2,684
5yhi_A,C2,460
5yhp_A,C2,710
5yht_A,C2,534
5yhy_A,C2,292
5yig_A,C2,420
5yii_A,C2,626
5yiy_A,C2,788
5yjc_A,C2,568
5yjg_A,C2,1256
5yjw_A,C2,968
5yk6_A,C2,510
5ykr_A,C2,922
5yks_A,C2,754
5ykz_A,C2,238
5ynx_A,C2,236
5yo8_A,C2,708
5yqq_A,C2,340
5yrp_A,C2,494
5yrx_A,C2,278
5ys9_A,C2,1416
5ysz_A,C2,720
5yti_A,C2,822
5ytp_A,C2,154
5yvk_A,C2,450
5yvr_A,C2,818
5yx3_A,C2,462
5yyc_A,C2,738
5yz1_A,C2,376
5yz2_A,C2,288
5yz5_A,C2,1050
5z01_A,C2,646
5z0y_A,C2,940
5z11_A,C2,256
5z16_A,C2,1502
5z28_A,C2,206
5z2v_A,C2,396
5z49_A,C2,478
5z4y_A,C2,178
5z5d_A,C2,1086
5z5e_A,C2,1068
5z6n_A,C2,306
5z73_A,C2,914
5z87_A,C2,1570
5z8o_A,C2,294
5z9r_A,C2,562
5z9s_A,C2,1592
5za3_A,C2,202
5zb5_A,C2,500
5zbj_A,C2,406
5zc3_A,C2,944
5zdi_A,C2,214
5zee_A,C2,624
5zf1_A,C2,602
5zf6_A,C2,1294
5zfg_A,C2,466
5zg8_A,C2,876
5zh8_A,C2,794
5zhc_A,C2,226
5zi2_A,C2,690
5zjb_A,C2,506
5zke_A,C2,368
5zkk_A,C2,422
5zkt_A,C2,110
5zle_A,C2,584
5zlr_A,C2,760
5zm5_A,C2,852
5zn8_A,C2,366
5zne_A,C2,274
5znj_A,C2,1134
5znm_A,C2,774
5zoi_A,C2,840
5zqh_A,C2,204
5zqj_A,C2,1082
5ztc_A,C2,408
5ztp_A,C2,338
5z2h_A,C2,210
5zvv_A,C2,764
6a4v_A,C2,674
6a6m_A,C2,1224
6a9a_A,C2,492
6a9n_A,C2,666
6b82_A,C2,1018
6b8w_A,C2,190
6bhc_A,C2,876
6bk4_A,C2,248
6bma_A,C2,522
5zum_A,C2,1074
5zvq_A,C2,388
5zws_A,C2,166
5zxn_A,C2,680
6a1k_A,C2,668
6a27_A,C2,568
6a2a_A,C2,1132
6a2f_A,C2,716
6a2q_A,C2,236
6a2w_A,C2,334
6a34_A,C2,728
6a45_A,C2,512
6a4r_A,C2,530
6a4t_A,C2,438
6a4x_A,C2,260
6a4z_A,C2,266
6a52_A,C2,256
6a56_A,C2,328
6a5f_A,C2,330
6a68_A,C2,368
6a6a_A,C2,450
6a6f_A,C2,276
6a6y_A,C2,322
6a7s_B,C2,318
6a80_A,C2,482
6a9y_A,C2,568
6aae_A,C2,634
6abr_A,C2,248
6abw_A,C2,780
6abx_A,C2,756
6ae9_A,C2,520
6aef_A,C2,936
6afw_A,C2,1532
6agi_A,C2,764
6agw_A,C2,370
6ahw_A,C2,326
6ahx_A,C2,202
6ak3_A,C2,836
6akj_A,C2,310
6al9_A,C2,192
6all_A,C2,648
6amg_A,C2,392
6an0_A,C2,894
6ano_A,C2,192
6anz_A,C2,292
6ao7_A,C2,324
6aoa_A,C2,384
6aon_A,C2,956
6aqb_A,C2,146
6aqe_A,C2,532
6aqu_A,C2,494
6ar4_A,C2,250
6ary_A,C2,1084
6ask_A,C2,888
6asy_A,C2,1212
6aun_A,C2,1504
6awl_A,C2,636
6ayh_A,C2,402
6aym_A,C2,476
6az6_A,C2,446
6azh_A,C2,384
6b02_A,C2,682
6b2p_A,C2,558
6b5f_A,C2,708
6b6u_A,C2,1050
6b9f_A,C2,914
6b9v_A,C2,542
6baf_A,C2,606
6bao_A,C2,1026
6bhf_A,C2,598
6bjt_A,C2,308
6bl7_A,C2,220
6bmc_A,C2,810
6bmm_A,C2,586
6bn2_A,C2,802
6bph_A,C2,138
6bpl_A,C2,1164
6bq9_A,C2,992
6bqc_A,C2,766
6bsu_A,C2,676
6bsy_A,C2,140
6bsz_A,C2,958
6bu2_A,C2,302
6bvc_A,C2,354
6bvd_A,C2,872
6bve_A,C2,490
6bwe_A,C2,430
6bwl_A,C2,656
6bx7_A,C2,910
6bxz_A,C2,712
6byq_A,C2,820
6c0d_A,C2,844
6c0g_A,C2,242
6c30_A,C2,440
6c3r_A,C2,282
6c40_B,C2,236
6c56_A,C2,644
6c5b_A,C2,682
6c6n_A,C2,916
6c85_A,C2,750
6c8r_A,C2,758
6c8z_A,C2,1022
6ca8_A,C2,1502
6cb2_A,C2,586
6cbc_A,C2,672
6cda_A,C2,212
6cf1_A,C2,276
6cgo_A,C2,1090
6cgs_A,C2,414
6chd_A,C2,1194
6chj_A,C2,910
6ckn_A,C2,154
6cky_A,C2,310
6cni_A,C2,446
6cpb_A,C2,282
6cpd_A,C2,256
6ct6_A,C2,676
6cuj_A,C2,322
6cum_A,C2,630
6cv7_A,C2,754
6cw0_A,C2,212
6cw5_A,C2,664
6cwo_A,C2,688
6cyz_A,C2,616
6d0a_A,C2,862
6d3v_A,C2,508
6d4b_A,C2,728
6d57_A,C2,322
6d6j_A,C2,242
6d71_A,C2,372
6d79_A,C2,502
6d7r_A,C2,446
6d86_A,C2,386
6d9n_A,C2,296
6d9t_A,C2,800
6daw_A,C2,684
6db1_A,C2,316
6dbp_A,C2,168
6de6_A,C2,1392
6deg_A,C2,762
6dfd_A,C2,520
6dgb_A,C2,286
6dgi_A,C2,674
6dgk_A,C2,240
6dhv_A,C2,1272
6dj3_A,C2,398
6dk4_A,C2,284
6dkk_A,C2,654
6dlo_A,C2,778
6dm3_A,C2,240
6dqp_A,C2,380
6dqx_A,C2,1148
6ds6_A,C2,114
6dt3_A,C2,288
6duw_A,C2,514
6dux_A,C2,886
6dvs_A,C2,906
6dvu_A,C2,166
6dx5_A,C2,406
6dxc_A,C2,772
6e1j_A,C2,1010
6e20_A,C2,268
6e2a_A,C2,668
6e85_A,C2,662
6e8y_A,C2,698
6eaz_A,C2,758
6ebq_A,C2,320
6ecm_A,C2,256
6ecw_A,C2,630
6ecy_A,C2,324
6edi_A,C2,824
6edq_A,C2,606
6eei_A,C2,980
6eeq_A,C2,980
6efn_A,C2,824
6efy_A,C2,616
6efz_A,C2,604
6eg2_A,C2,1242
6egk_A,C2,702
6eim_A,C2,604
6ek1_A,C2,624
6ekr_A,C2,624
6el2_A,C2,392
6enh_A,C2,786
6eni_A,C2,232
6eno_A,C2,842
6enz_A,C2,1060
6er1_A,C2,262
6er4_A,C2,388
6es9_A,C2,1102
6esl_A,C2,786
6exa_A,C2,470
6ey4_A,C2,1002
6eyx_A,C2,370
6ezl_A,C2,808
6ezu_A,C2,742
6ezy_A,C2,430
6ezz_A,C2,1454
6f04_A,C2,798
6f1e_A,C2,350
6f35_A,C2,820
6f43_A,C2,492
6f70_A,C2,504
6f7l_A,C2,884
6f97_A,C2,1062
6f9m_A,C2,660
6fb4_A,C2,258
6fch_A,C2,356
6fcx_A,C2,1230
6fd8_A,C2,356
6ff2_A,C2,136
6ff6_A,C2,498
6fh1_A,C2,732
6fhg_A,C2,312
6fhm_A,C2,412
6fht_A,C2,1482
6fiy_A,C2,606
6fju_A,C2,456
6fjw_A,C2,486
6fp5_A,C2,212
6dnt_A,C2,688
6ep3_A,C2,446
6es4_A,C2,444
6fn8_A,C2,304
6fpd_A,C2,416
6frg_A,C2,338
6frl_A,C2,1022
6ft5_A,C2,818
6ftq_A,C2,780
6fv4_A,C2,802
6fv5_A,C2,846
6fwu_A,C2,546
6fxf_A,C2,130
6fyq_A,C2,968
6fzn_A,C2,276
6g2g_A,C2,620
6g6s_A,C2,190
